Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Hablamos Mañana,"Bad Bunny,Duki,Pablo Chill-E",YHLQMDLG,240253,False,73,,,,,,,,,,,,,LEGIT
Tu Foto Del DNI,"Marmi,Aitana",Tu Foto Del DNI,179653,False,75,,,,,,,,,,,,,LEGIT
Demasiadas Mujeres,C. Tangana,Demasiadas Mujeres,153694,False,81,,,,,,,,,,,,,LEGIT
HASTA SIEMPRE,Neska,HASTA SIEMPRE,184381,False,56,,,,,,,,,,,,,LEGIT
No Nos Van Bajar,Garfio R,No Nos Van Bajar,206549,False,36,,,,,,,,,,,,,LEGIT
Destello,Miranda,Destello,216618,False,51,,,,,,,,,,,,,LEGIT
Qué Le Voy a Hacer,Skechi Kid,Qué Le Voy a Hacer,231176,False,73,,,,,,,,,,,,,LEGIT
Dakiti,"Bad Bunny,Jhay Cortez",Dakiti,205090,True,100,,,,,,,,,,,,,LEGIT
Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara),"C. Tangana,Niño de Elche,La Húngara",Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara),198499,False,86,,,,,,,,,,,,,LEGIT
Ibiza,"Juancho Marqués,Recycled J,InnerCut",Ibiza,200210,False,56,,,,,,,,,,,,,LEGIT
Love,"Hard GZ,Lil GZ,Tee Amara",Versus,188173,True,54,,,,,,,,,,,,,LEGIT
Tela 2K17,Patas Vng,Tela 2K17,156665,True,0,,,,,,,,,,,,,LEGIT
Diferente,Miranda,Valknut,196759,False,0,,,,,,,,,,,,,LEGIT
Siéntelo,Patas Vng,Siéntelo,180140,True,0,,,,,,,,,,,,,LEGIT
Vidas Que Se Van,Denom,Una Parte de Mí,205373,False,12,,,,,,,,,,,,,LEGIT
One More Time,"Al Safir,Dirty Dogz",Old Topics,78654,False,1,,,,,,,,,,,,,LEGIT
Tu Calle,"Neska,Lidia Vodec",Tu Calle,161418,True,41,,,,,,,,,,,,,LEGIT
Gin Tonic,"Matasvandals,Mauri",Gin Tonic,180266,False,48,,,,,,,,,,,,,LEGIT
Shars 2019,Al Safir,Shars 2019,175833,True,54,,,,,,,,,,,,,LEGIT
Valkirias,Al Safir,Valkirias,157333,True,49,,,,,,,,,,,,,LEGIT
