Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Daybreak,Recueil,Daybreak,91449,False,54,7,0,4,0.906,0.742,0.233,0.927,0.111,-11.898,0.0861,0.293,84.03,LofiBeats
Cityscape,Guustavv,Vatten,144000,False,51,8,0,4,0.187,0.922,0.508,0.386,0.0934,-7.491,0.132,0.696,140.056,LofiBeats
Dry,"Made in M,Walterwarm",Fungus,77602,False,50,6,1,4,0.412,0.871,0.356,0.957,0.112,-13.809,0.25,0.917,149.921,LofiBeats
lost school stuff,"pucca,Emperose",lost school stuff,141818,False,59,11,0,4,0.697,0.638,0.548,0.892,0.101,-8.335,0.0327,0.445,132.055,LofiBeats
El Sol por la Ventana,Dj 113,"Mantra, Pt. 1",156023,False,52,4,1,4,0.383,0.663,0.712,0.216,0.16,-3.782,0.0593,0.566,79.993,LofiBeats
"speeding, like 4am","frumhere,oxela",fall in crete,104842,False,52,1,1,4,0.668,0.667,0.375,0.9,0.121,-12.445,0.0906,0.178,84.135,LofiBeats
Ladybug,Slumberville,Ladybug,116417,False,0,0,0,4,0.881,0.737,0.144,0.948,0.601,-16.186,0.0582,0.477,134.06,LofiBeats
Don't Mind Me,"Fallen Roses,Koosen,Fets",Don't Mind Me,102048,False,57,11,0,4,0.765,0.736,0.292,0.802,0.428,-18.504,0.131,0.236,85.011,LofiBeats
Chillin',twuan,Chillin',77241,False,49,4,0,4,0.435,0.642,0.197,0.823,0.111,-14.052,0.054,0.248,152.039,LofiBeats
Take Me Back,WYS,North Pole,176000,False,65,6,1,4,0.509,0.669,0.436,0.893,0.104,-12.091,0.0296,0.392,90.005,LofiBeats
Aurora,homieunculus,Aurora,115000,False,52,1,1,4,0.481,0.655,0.118,0.925,0.194,-17.826,0.129,0.66,80.018,LofiBeats
Coastal Walks,".Sinh,Cantsleep,Massaman",Coastal Walks,82894,False,53,11,0,3,0.447,0.579,0.13,0.928,0.09,-16.266,0.0973,0.59,76.006,LofiBeats
sand,MF Eistee,sand,128372,False,49,9,0,4,0.599,0.773,0.211,0.238,0.085,-12.457,0.0992,0.273,86.1,LofiBeats
i brought her flowers.,frumhere,same time next year,131751,False,54,1,0,3,0.885,0.799,0.423,0.0335,0.0865,-12.282,0.0788,0.155,123.238,LofiBeats
Leaves From The Vine,"Tempura,Lofi Fruits Music",Leaves From The Vine,114937,False,63,10,1,4,0.966,0.344,0.0257,0.877,0.13,-27.667,0.0358,0.0391,140.228,LofiBeats
it was love,"nrg,Pueblo Vista",it was love,142341,False,53,4,0,4,0.925,0.682,0.339,0.894,0.105,-10.693,0.0457,0.383,75.047,LofiBeats
Kaiketsu,"SamuW,Dezl,Fona",Kaiketsu,127471,False,0,2,1,4,0.731,0.551,0.186,0.678,0.128,-16.455,0.0434,0.244,156.08,LofiBeats
Aloe Vera,Lemonah,Aloe Vera,111014,False,53,8,1,4,0.758,0.874,0.397,0.787,0.116,-13.308,0.101,0.0721,80.004,LofiBeats
