Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Adumbration,Adumbration,Adumbration,230322,False,54,4,1,4,0.852,0.284,0.179,0.941,0.115,-17.185,0.0392,0.0357,129.875,YOGA
The Deep Blue,Clouds of Calm,Distant Winds,196666,False,52,0,1,4,0.962,0.0929,0.0455,0.967,0.108,-24.381,0.0469,0.0338,165.182,YOGA
Atmosphere,Tejal Yann,Newborn Soul,247257,False,59,7,1,4,0.952,0.193,0.0453,0.961,0.104,-26.219,0.0577,0.119,67.675,YOGA
Lost Worlds,Crystalsong,Sleep - Vol 2,189025,False,50,8,1,4,0.789,0.0845,0.161,0.685,0.0767,-21.986,0.0484,0.0339,47.714,YOGA
Minds Traversed,Spirits Of Our Dreams,Minds Traversed,250933,False,55,0,1,4,0.916,0.249,0.408,0.838,0.226,-11.078,0.0322,0.052,77.922,YOGA
Time Travel,Antologie,Time Travel,184642,False,62,3,1,5,0.696,0.12,0.0585,0.939,0.11,-27.623,0.0383,0.0397,78.662,YOGA
Movements of Dimensions,Everlight,The One We Got,160392,False,53,0,1,4,0.981,0.082,0.0782,0.926,0.107,-22.579,0.0368,0.0369,76.787,YOGA
Letting Go,Milo Graves,Inner Spirit,155172,False,56,8,1,4,0.9,0.183,0.0225,0.939,0.114,-27.648,0.0387,0.0302,70.547,YOGA
Butterfly Traces,Sight of Wonders,Designated Solitude,226543,False,50,2,1,4,0.976,0.453,0.187,0.934,0.0709,-15.713,0.0292,0.189,72.011,YOGA
Bird of Passage,Jakob Ahlbom,Endeavour,188185,False,54,7,1,4,0.937,0.258,0.179,0.975,0.202,-19.503,0.0392,0.0392,125.865,YOGA
Giant,Oliver Évilo,Jupiter Sunrise,155000,False,60,10,1,4,0.987,0.223,0.00293,0.938,0.0948,-40.279,0.04,0.375,59.193,YOGA
Nachi Falls,Morongo,Nachi Falls,243028,False,49,10,0,4,0.951,0.311,0.268,0.903,0.11,-15.989,0.0347,0.0711,122.116,YOGA
Conscious Jorney,Benny Bernstein,Benny Bernstein,154246,False,58,8,1,3,0.976,0.243,0.123,0.879,0.176,-20.642,0.0421,0.0501,111.435,YOGA
Spirituality,Waht Poo,Spirituality,183202,False,52,3,0,5,0.973,0.211,0.0325,0.907,0.103,-21.59,0.0337,0.0486,160.992,YOGA
Teary,Ella Drake,Newborn,217931,False,52,10,0,4,0.929,0.258,0.13,0.926,0.0834,-23.926,0.0313,0.0571,86.884,YOGA
Slumbers,La Torre Infinita,La Torre Infinita,183110,False,52,0,1,3,0.974,0.182,0.114,0.964,0.205,-19.215,0.0348,0.18,69.665,YOGA
Lullaby,Clouds of Calm,Spirit and Mind,225600,False,55,9,0,3,0.967,0.137,0.0704,0.974,0.072,-23.522,0.0417,0.0384,97.291,YOGA
Cosmogyral,Szigeti Aliz,Cosmogyral,199250,False,54,6,0,4,0.991,0.201,0.00678,0.939,0.1,-30.609,0.0356,0.0581,74.852,YOGA
Finistère,xerLK,Finistère,141041,False,57,7,1,3,0.983,0.16,0.191,0.937,0.108,-19.722,0.037,0.126,82.926,YOGA
Beneath The Mist,Spirits Of Our Dreams,Minds Traversed,239903,False,52,0,0,3,0.871,0.0609,0.214,0.953,0.103,-19.414,0.038,0.0776,64.521,YOGA
Forest Canvas,Elm Lake,Elm Lake,239625,False,55,0,1,3,0.972,0.0991,0.182,0.945,0.105,-18.133,0.0327,0.0428,85.758,YOGA
Little Diamond,Mylo Rivers,Corridors of Diamonds,183428,False,49,9,0,4,0.911,0.355,0.0574,0.857,0.121,-24.443,0.0354,0.0388,69.955,YOGA
Frozen Grasslands,Cora Zea,Legend Of Zea,158624,False,53,2,1,4,0.906,0.219,0.273,0.962,0.109,-17.448,0.0312,0.0394,79.609,YOGA
Threads,Ebb & Flod,Moonrise,192793,False,0,4,1,4,0.79,0.12,0.0436,0.889,0.112,-22.044,0.0383,0.0361,72.339,YOGA
Spaces,Gus Cleese,Mountains,205821,False,53,0,1,1,0.901,0.142,0.0435,0.78,0.107,-24.7,0.0384,0.0348,141.552,YOGA
Marola,Sleep Safari,Marola,164250,False,56,0,1,4,0.906,0.149,0.0707,0.83,0.132,-26.234,0.0372,0.0364,75.949,YOGA
Mantric Melody,Havanna Chandri,Mantric Melody,111277,False,59,1,1,3,0.989,0.235,0.0463,0.874,0.109,-25.388,0.0432,0.0369,64.552,YOGA
Gentle Serenity,Perfect Shapes,Horizon,207168,False,50,7,1,4,0.836,0.381,0.169,0.847,0.0929,-15.747,0.0326,0.0734,111.741,YOGA
Fruition,Milo Graves,Enchantment,396000,False,55,2,1,4,0.983,0.125,0.186,0.962,0.345,-17.557,0.0389,0.0328,81.124,YOGA
Quiet Nights,The Only Star In The Sky,Wave After Wave EP,186461,False,62,0,1,4,0.924,0.479,0.00601,0.938,0.348,-36.032,0.038,0.245,130.037,YOGA
New Endings,Bon Vie,New Endings,188592,False,61,0,1,4,0.989,0.226,0.0315,0.964,0.124,-27.615,0.034,0.0381,91.988,YOGA
Escape Gravity,Juni Tinley,Yoga Music,171759,False,50,3,1,4,0.857,0.15,0.0586,0.833,0.128,-28.755,0.0443,0.0357,137.555,YOGA
Calming Down,Johann Eder,Acceptance,216095,False,55,,,,,,,,,,,,,YOGA
Bio-Adoptions,Binary One,Other World,204913,False,51,,,,,,,,,,,,,YOGA
Spiritual Awakening,Tejal Yann,Divine,234381,False,55,,,,,,,,,,,,,YOGA
Wake up Rested,Biqram,Slip into Darkness,185490,False,51,,,,,,,,,,,,,YOGA
Loving-Kindness,Vimassana,Loving-Kindness,170085,False,54,,,,,,,,,,,,,YOGA
दुनिया के सपने,Raku-Nu,दुनिया के सपने,123798,False,63,,,,,,,,,,,,,YOGA
Dream dependence,Viclo,Dream Dependence,155459,False,63,,,,,,,,,,,,,YOGA
Sunday,Dowafu,Sunday,225773,False,51,,,,,,,,,,,,,YOGA
