"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:54fyVsVauzPwruLvGnBe3i","Hello","spotify:artist:1bj5GrcLom5gZFF5t949Xl, spotify:artist:4GLJPBj5Cdr9AgLKvLWM4n","Martin Solveig, Dragonette","spotify:album:3GJolrUhkEEQXU27JiShd6","Hello","1","2","191626","spotify:user:tloboy","2019-12-24T19:36:49Z"
"spotify:track:7n6ibfsRHhCb1Ccl9Fg2CZ","Scream & Shout","spotify:artist:085pc2PYOi8bGKj0PNjekA, spotify:artist:26dSoYclwsYLMAKD3tpOr4","will.i.am, Britney Spears","spotify:album:0TbxqNfvk8z1ktpHik61cy","Scream & Shout","1","1","284413","spotify:user:tloboy","2019-12-24T19:36:58Z"
"spotify:track:5YPMEOJ58kfl56VHxTgwx3","Play Hard (feat. Ne-Yo & Akon)","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","spotify:album:4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","1","6","201000","spotify:user:tloboy","2019-12-24T19:37:14Z"
"spotify:track:6kG4vqCflTeAsa6sjMpZqI","Mr. Saxobeat - Radio Edit","spotify:artist:0BmLNz4nSLfoWYW1cYsElL","Alexandra Stan","spotify:album:2prafCkcC3EDZtTH29iZBI","Mr. Saxobeat","1","1","196173","spotify:user:tloboy","2019-12-24T19:37:18Z"
"spotify:track:0KM2y796j63t5RHhvRUxld","Relax, Take It Easy","spotify:artist:5MmVJVhhYKQ86izuGHzJYA","MIKA","spotify:album:6oIaXBTIZ2Q9cJKBgrZ2Ox","Life In Cartoon Motion","1","5","270000","spotify:user:tloboy","2019-12-24T19:37:28Z"
"spotify:track:4fixebDZAVToLbUCuEloa2","Womanizer","spotify:artist:26dSoYclwsYLMAKD3tpOr4","Britney Spears","spotify:album:2tve5DGwub1TtbX1khPX5j","Circus (Deluxe Version)","1","1","224400","spotify:user:tloboy","2019-12-24T19:37:36Z"
"spotify:track:3oN2Kq1h07LSSBSLYQp0Ns","Break Your Heart","spotify:artist:6MF9fzBmfXghAz953czmBC","Taio Cruz","spotify:album:6I58XCEkOnfUVsfpDehzlQ","Break Your Heart","1","1","202653","spotify:user:tloboy","2019-12-24T19:37:42Z"
"spotify:track:619bJQ9uDi8dnXzLebFI7y","When Love Takes Over (feat. Kelly Rowland)","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","spotify:album:27255AeNTU1KuApN9KjmjM","When Love Takes Over","1","1","189000","spotify:user:tloboy","2019-12-24T19:37:51Z"
"spotify:track:70VjMtwhm3Q2HBQeJnPfmh","Hung Up","spotify:artist:6tbjWDEIzxoDsBA1FuhfPW","Madonna","spotify:album:43lok9zd7BW5CoYkXZs7S0","Celebration (double disc version)","1","1","336880","spotify:user:tloboy","2019-12-24T19:37:56Z"
"spotify:track:2S5LNtRVRPbXk01yRQ14sZ","I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:0ZrpamOxcZybMHGg1AYtHP, spotify:artist:4tMJliVd96wXoMVNdcOBHp","Flo Rida, Robin Thicke, Verdine White","spotify:album:5lkNnHVlnCCCV304t89wOH","My House","1","3","224258","spotify:user:tloboy","2019-12-24T19:38:16Z"
"spotify:track:2LEF1A8DOZ9wRYikWgVlZ8","Good Feeling","spotify:artist:0jnsk9HBra6NMjO2oANoPY","Flo Rida","spotify:album:7eLwoxxWs6lfkVYJGkGNbk","Wild Ones","1","4","248133","spotify:user:tloboy","2019-12-24T19:38:38Z"
"spotify:track:3raIDwS1IWxjBq48cE4E8h","Troublemaker (feat. Flo Rida)","spotify:artist:3whuHq0yGx60atvA2RCVRW, spotify:artist:0jnsk9HBra6NMjO2oANoPY","Olly Murs, Flo Rida","spotify:album:6c8klwoz9keBTaoPiU0g5f","Right Place Right Time (Special Edition)","1","2","185586","spotify:user:tloboy","2019-12-24T19:38:48Z"
"spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y","Club Can't Handle Me (feat. David Guetta)","spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","Flo Rida, David Guetta","spotify:album:1TwNATuAqnNjTd5BSvFZlS","Only One Flo (Part 1)","1","7","234560","spotify:user:tloboy","2019-12-24T19:38:59Z"
"spotify:track:1NpW5kyvO4XrNJ3rnfcNy3","Wild Ones (feat. Sia)","spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Flo Rida, Sia","spotify:album:7eLwoxxWs6lfkVYJGkGNbk","Wild Ones","1","2","232946","spotify:user:tloboy","2019-12-24T19:39:05Z"
"spotify:track:0CAfXk7DXMnon4gLudAp7J","Low (feat. T-Pain)","spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain","spotify:album:5j1wrOAOm5KFd17pPiSvle","Mail on Sunday","1","5","231400","spotify:user:tloboy","2019-12-24T19:39:17Z"
"spotify:track:0oXLSuno5adlHcPzlzs8l6","Duele El Amor","spotify:artist:0r8toju2ecKaVtItkzAnNi, spotify:artist:5YekZn3GGnPIURNA6RG124","Aleks Syntek, Ana Torroja","spotify:album:1RaOKsaRdN1H4twh4u6FUd","Mundo Lite","1","2","275373","spotify:user:tloboy","2019-12-24T19:42:03Z"
"spotify:track:30ddpolNHwXlrS5XO8MiiO","Marta, Sebas, Guille y los demás","spotify:artist:4OkeTQCk0fvX6VBYpOOxDi","Amaral","spotify:album:6DCFKUUTjEANNG889DLYaW","Pájaros En La Cabeza","1","5","223186","spotify:user:tloboy","2019-12-24T19:42:40Z"
"spotify:track:21oKTrSzTsaTArwGeW0496","The Time (Dirty Bit)","spotify:artist:1yxSLGMDHlW21z4YXirZDS","Black Eyed Peas","spotify:album:0kz0d5wzAy1i14mSDaptrC","The Beginning (Deluxe)","1","1","307640","spotify:user:tloboy","2019-12-24T19:43:40Z"
