Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Circuitous,Carl Finlow,Holographic Emotion,403178,False,2,1.0,1.0,4.0,0.00675,0.7240000000000001,0.853,0.794,0.374,-8.236,0.0516,0.758,130.001,Disco
Epsilon,Carl Finlow,Holographic Emotion,419925,False,1,1.0,1.0,4.0,0.000798,0.7809999999999999,0.856,0.88,0.1,-10.809000000000001,0.0524,0.177,130.007,Disco
Holographic Emotion,Carl Finlow,Holographic Emotion,327580,False,2,6.0,1.0,4.0,0.172,0.542,0.46399999999999997,0.862,0.0753,-9.95,0.0793,0.765,123.941,Disco
Threshold,Carl Finlow,Holographic Emotion,425505,False,1,1.0,1.0,4.0,0.0727,0.652,0.846,0.943,0.12,-8.042,0.0368,0.405,115.99799999999999,Disco
Convergence,Carl Finlow,Introspective,335933,False,34,11.0,0.0,4.0,0.0008939999999999999,0.812,0.42100000000000004,0.779,0.11,-10.248,0.187,0.542,119.99799999999999,Disco
Mortal Kombat,J-Zbel,Dog's Fart Is So Bad The Cat Throws Up,247241,False,8,0.0,1.0,4.0,4.6899999999999995e-05,0.679,0.85,0.8,0.315,-8.366,0.053,0.285,132.015,Disco
Diablo Verde - Live At Bordeaux,J-Zbel,Hyena Sticks Head In Elephant's Butt,327184,False,7,7.0,1.0,4.0,0.0196,0.691,0.9109999999999999,0.855,0.105,-7.434,0.068,0.41700000000000004,135.02100000000002,Disco
Lauren misogyn,J-Zbel,Hyena Sticks Head In Elephant's Butt,282413,False,4,1.0,1.0,4.0,0.00128,0.413,0.99,0.8540000000000001,0.147,-8.458,0.0945,0.12,140.01,Disco
Excremangue,J-Zbel,Dog's Fart Is So Bad The Cat Throws Up,193647,False,2,10.0,1.0,4.0,0.00486,0.7440000000000001,0.775,0.858,0.455,-11.245,0.0983,0.63,145.004,Disco
Hardcore Jusqu'au PEF,J-Zbel,Dog's Fart Is So Bad The Cat Throws Up,277226,False,3,10.0,0.0,4.0,0.00747,0.6459999999999999,0.955,0.8340000000000001,0.27699999999999997,-8.326,0.0664,0.35200000000000004,150.01,Disco
The J-ZBEL Anthem,J-Zbel,Dog's Fart Is So Bad The Cat Throws Up,220354,False,4,9.0,1.0,4.0,0.177,0.706,0.975,0.0283,0.196,-6.524,0.231,0.361,155.00799999999998,Disco
Urth Man,Ex-Terrestrial,Urth Born,386225,False,32,0.0,1.0,4.0,0.00775,0.752,0.755,0.8390000000000001,0.11699999999999999,-9.947000000000001,0.0559,0.66,120.04,Disco
