"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:4ZRrLHqzhGRXYj2qcB4s5S","Tattoo - Remix with Camilo","spotify:artist:1mcTU81TzQhprhouKaTkpq, spotify:artist:28gNT5KBp7IjEOQoevXf9N","Rauw Alejandro, Camilo","spotify:album:3Na85E6foBKxAeoAojX427","Tattoo (Remix with Camilo)","1","1","222680","spotify:user:martinigoyanes7","2020-10-31T15:12:39Z"
"spotify:track:0er8DmFxCMAJzi6KdI1idt","Verano del 95","spotify:artist:0ewtf5KcA50GVkF6FBXOcs","Rulo y la contrabanda","spotify:album:6ax0h1TzDWH6f1ck8EmsUO","Basado en hechos reales","1","1","236373","spotify:user:martinigoyanes7","2020-10-31T15:12:46Z"
"spotify:track:5UstiT9upePmmv69dhfSwD","5 de la Tarde (Nueva Versión)","spotify:artist:14MWie92G8fspcINNwL7n7","Sunvalley","spotify:album:55zUCZ0mmrz5152AHiIUUN","C'est la Vie","1","2","205921","spotify:user:martinigoyanes7","2020-10-31T15:12:55Z"
"spotify:track:3DyiAk1BzIF8rq9rimypG4","La Bebe - Remix","spotify:artist:2R21vXR83lH98kGeO99Y66, spotify:artist:4kYSro6naA4h99UJvo89HB, spotify:artist:5ImkeVBlU11axX5QwOWg12, spotify:artist:37UACiDcdzEYii0iU0QpAf, spotify:artist:3oOJYwLB8FGSKYOQ5zx7Kk","Anuel AA, Cardi B, Black Jonas Point, Secreto ""El Famoso Biberon"", Liro Shaq","spotify:album:1hUWE99C1h8yBHZT8KxP4V","La Bebe (Remix)","1","1","374545","spotify:user:martinigoyanes7","2020-10-31T15:13:02Z"
"spotify:track:3YntiCUU0Xqq0B68FM3YAt","Rutina","spotify:artist:7iK8PXO48WeuP03g8YR51W","Myke Towers","spotify:album:52ANAGxQnsXHzgkYvhloCl","Rutina","1","1","217226","spotify:user:martinigoyanes7","2020-10-31T15:13:12Z"
"spotify:track:7mcdgAXmb35dakBnfDIv3q","Narcos","spotify:artist:2R21vXR83lH98kGeO99Y66","Anuel AA","spotify:album:7JtT7OyWM8BnIS5FXXPMKg","Emmanuel","1","6","259250","spotify:user:martinigoyanes7","2020-10-31T15:13:17Z"
"spotify:track:4HKYplESyMVVTmORSeQg8S","Nubes Negras","spotify:artist:2R21vXR83lH98kGeO99Y66","Anuel AA","spotify:album:7JtT7OyWM8BnIS5FXXPMKg","Emmanuel","1","18","268085","spotify:user:martinigoyanes7","2020-10-31T15:13:26Z"
"spotify:track:06s3QtMJVXw1AJX3UfvZG1","Hasta Que Dios Diga","spotify:artist:2R21vXR83lH98kGeO99Y66, spotify:artist:4q3ewBCX7sLwd24euuV69X","Anuel AA, Bad Bunny","spotify:album:7JtT7OyWM8BnIS5FXXPMKg","Emmanuel","1","5","246000","spotify:user:martinigoyanes7","2020-10-31T15:13:32Z"
"spotify:track:6t9vQO3Ymir0ClkB9we47F","El ritmo del garaje","spotify:artist:5Fv0DQ1ZBuc2DlidtOUCZr","Loquillo","spotify:album:0zNfpXDuxmLVYoWYhIrTnU","Cuéntame cómo pasó La Movida. La década de oro del Pop español","1","21","293533","spotify:user:martinigoyanes7","2020-10-31T15:14:06Z"
"spotify:track:5mBWQ675Eb4j4fn6iuNnOe","Dime Bbsita","spotify:artist:5VyXOfvTQljStUXx1coETY, spotify:artist:5H18IK2f3v053mJ4t5at8w","Robledo, Alex Martini","spotify:album:51umKcxYWMVU7qjxO4eWzS","Dime Bbsita","1","1","174196","spotify:user:martinigoyanes7","2020-10-31T15:14:10Z"
"spotify:track:1VHM7HjNxtZkApy2EabI4e","El Mundo Tras el Cristal","spotify:artist:5UYbCAN2H4Yr4f46tN5AeD","La Guardia","spotify:album:1hQmICC4YS92qv5flhbNYs","2 En 1 - Vamonos - Cuando Brille El Sol","1","1","205066","spotify:user:martinigoyanes7","2020-10-31T15:14:17Z"
"spotify:track:6ZoOG5syYD7pQTkwdYQKeo","Más Colao Que el Colacao","spotify:artist:5Q30fhTc0Sl0Q4C5dOjhhQ","La La Love You","spotify:album:15GBLlgs8CbhCz3sXRGQLk","La la Love You","1","2","161186","spotify:user:martinigoyanes7","2020-10-31T15:14:26Z"
"spotify:track:2jGtKxyWHULVXbT75IWGZG","Pikete Italiano","spotify:artist:3mvje4iLJHQX3Wr757PSmf","KvndySwing","spotify:album:40kJnMd08axVm5Ex7ttJev","Gelato","1","2","188181","spotify:user:martinigoyanes7","2020-10-31T15:14:39Z"
