"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:6Fb8njZk39BfWVJVOPTJb6","Better","spotify:artist:5PlfkPxwCpRRWQJBxCa0By","HUGEL","spotify:album:0ewgUqrNfDdn5BpLSmI33s","Better","1","1","173698","spotify:user:11132215416","2020-03-22T17:38:36Z"
"spotify:track:7oahNRcO0CxOOQWlqpuH40","Mind Blown","spotify:artist:6i1GVNJCyyssRwXmnaeEFH","Syn Cole","spotify:album:2NlXRqatqpKRFd7vhLjfZj","Mind Blown","1","1","161593","spotify:user:11132215416","2020-03-22T17:46:32Z"
"spotify:track:0kA1eiBk1ZZumtKnSXWAR5","Stay","spotify:artist:5ChF3i92IPZHduM7jN3dpg","Nicky Romero","spotify:album:2Eisqe5sP5MtE9QFG4S4bx","Stay","1","1","196000","spotify:user:11132215416","2020-03-22T17:52:22Z"
"spotify:track:0m6M0TRGs7dOqZAryYcwiH","Hot2Touch","spotify:artist:4bL2B6hmLlMWnUEZnorEtG, spotify:artist:34SBu2kvAUh84umN8Pi0iI, spotify:artist:5KPJMJR9PCfMWSfco8i4W4","Felix Jaehn, Hight, Alex Aiono","spotify:album:2S56F6bIk01HboGbJJJ1IQ","I","1","5","160825","spotify:user:11132215416","2020-03-22T17:55:09Z"
"spotify:track:3Ex5RFJRUdpHcDOLXJOVLy","Raising Hell (feat. Big Freedia)","spotify:artist:6LqNN22kT3074XbTVUrhzX, spotify:artist:2gyv1akuIB9fQvXoGSPaJr","Kesha, Big Freedia","spotify:album:4goVotvvq8GkK7OBbZclid","Raising Hell (feat. Big Freedia)","1","1","169680","spotify:user:11132215416","2020-03-23T16:40:20Z"
"spotify:track:5WrEilrRI5cIW0DxMvQYPZ","Jopping","spotify:artist:5BHFSMEjfLVx1JwRWjAOsE","SuperM","spotify:album:1C1qYeSC9RdgbrKXpZCTSJ","SuperM - The 1st Mini Album","1","1","251293","spotify:user:11132215416","2020-03-23T16:54:21Z"
"spotify:track:1A58KC4dEQM53muqpaZoOT","Live Like We’re Dancing (with Georgia)","spotify:artist:5Q81rlcTFh3k6DQJXPdsot, spotify:artist:06knYh538h5SI7OAEF8ek3","Mura Masa, Georgia","spotify:album:49XdLHYoA83A2JpKbJykSP","R.Y.C","1","9","249933","spotify:user:11132215416","2020-03-26T21:54:36Z"
"spotify:track:1sviDBcAqVOxMXq4xITVEs","Que Calor","spotify:artist:738wLrAtLtCtFOLvQBXOXp, spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5, spotify:artist:2oQX8QiMXOyuqbcZEFsZfm","Major Lazer, J Balvin, El Alfa","spotify:album:2epUYHJteejHG4trbc8drd","Que Calor","1","1","169997","spotify:user:11132215416","2020-03-26T22:03:45Z"
"spotify:track:0QEG3NGmWatNOIAVxudQfd","Never Come Back","spotify:artist:4aEnNH9PuU1HF3TsZTru54","Caribou","spotify:album:3q5CZdmVxP6hE0mlBcYEU1","Suddenly","1","7","305480","spotify:user:11132215416","2020-03-29T08:40:25Z"
"spotify:track:3GJjiToqnCxTm5rOaqoxdi","Chasing Highs","spotify:artist:6c0mTNAxJxlp9HpKTUZwA8","ALMA","spotify:album:1nF6jsEiGpdjS7gG3DPaIP","Chasing Highs","1","1","195678","spotify:user:11132215416","2020-03-30T16:57:31Z"
"spotify:track:30UecYdBvtbBusYnHqXtEJ","To The Moon And Back - Edit","spotify:artist:6caPJFLv1wesmM7gwK1ACy","Boris Brejcha","spotify:album:05WRhSsbSIeVcw2UENPcvp","To The Moon And Back (Edit)","1","1","236160","spotify:user:11132215416","2020-03-30T17:01:53Z"
"spotify:track:4jbWeX5w0Sa5BWBZpq5JU2","My Frequency (feat. RebMoe)","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:2mmqhYDTD0weseyXUf1QJ5, spotify:artist:1DNFG0VEHD2Vk5ESUEPuOM","Tiësto, 7 Skies, RebMoe","spotify:album:2ummn9lAG2z6GwpMurpkUJ","My Frequency (feat. RebMoe)","1","1","141397","spotify:user:11132215416","2020-03-30T18:55:41Z"
"spotify:track:6n9o7RoWEcX9LOrggAq2Sc","Dancing Shoes","spotify:artist:7dc6hUwyuIhrZdh80eaCEE, spotify:artist:5deoijipwIdBiA27rEj14E","Fedde Le Grand, Josh Cumbee","spotify:album:6srhHq4uoGMCSeUeUouTbR","Dancing Shoes","1","1","214314","spotify:user:11132215416","2020-03-30T18:59:42Z"
"spotify:track:2xLMifQCjDGFmkHkpNLD9h","SICKO MODE","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","spotify:album:41GuZcammIkupMPKH2OJ6I","ASTROWORLD","1","3","312820","spotify:user:11132215416","2020-03-31T17:58:32Z"
"spotify:track:7cz506PyIgh2bMN90Mc8Tn","Boasty (feat. Idris Elba)","spotify:artist:7k9T7lZlHjRAM1bb0r9Rm3, spotify:artist:2ExGrw6XpbtUAJHTLtUXUD, spotify:artist:3Isy6kedDrgPYoTS1dazA9, spotify:artist:0Dc2rdPzleezxhvQhQbXuS","Wiley, Stefflon Don, Sean Paul, Idris Elba","spotify:album:7JoyVaXzxpgTPjkgB8mWk3","Boasty (feat. Idris Elba)","1","1","177185","spotify:user:11132215416","2020-04-02T09:50:38Z"
"spotify:track:1aW9qzUsXGbyhT3NPCWwdT","Further Up (Na, Na, Na, Na, Na)","spotify:artist:0xHa28taiElkcQf9o3z76g, spotify:artist:0TnOYISbd1XYRBk9myaseg","Static & Ben El, Pitbull","spotify:album:1GAm1ohgq5pB3drANCwVT0","Further Up (Na, Na, Na, Na, Na)","1","1","151873","spotify:user:11132215416","2020-04-04T15:00:46Z"
"spotify:track:25V0TNA8cZLVzLQpHa6rB1","Freaks","spotify:artist:1VJ0briNOlXRtJUAzoUJdt","FISHER","spotify:album:5CvGaa7ehTBOhyxLDxRWb6","Freaks","1","1","175255","spotify:user:11132215416","2020-04-04T15:39:56Z"
"spotify:track:0YHkveF54ugrMrMCjL8yBp","Give Me Your Loving (feat. Lorne)","spotify:artist:3cQA9WH8liZfeja1DxcDYE, spotify:artist:04zN4GcQjVQ2sJ4DCSZNYl","Armand Van Helden, Lorne","spotify:album:3AXGpbjryKE0DjYXa0O0fp","Give Me Your Loving (feat. Lorne)","1","1","194353","spotify:user:11132215416","2020-04-06T15:56:50Z"
