,Unnamed: 0,Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
95,95,Moods of the Valley,Otto Wahl,Moods Of The Valley,227472,False,39,6.0,1.0,4.0,0.993,0.424,0.102,0.941,0.106,-21.383000000000006,0.0478,0.104,137.69899999999998,Sleep Tracks
96,96,Fields,Kylian Rebour,Fields,123762,False,47,0.0,0.0,4.0,0.991,0.383,0.0129,0.922,0.13699999999999998,-20.723000000000006,0.0448,0.0773,118.075,Sleep Tracks
97,97,Squares of life,Piotr Miteska,Squares of Life,165034,False,52,11.0,0.0,4.0,0.993,0.27,0.0102,0.918,0.0919,-22.34,0.0386,0.06,71.967,Sleep Tracks
98,98,Berceuse (Scaled Down Version),Lo Mimieux,Berceuse,150688,False,0,10.0,0.0,4.0,0.991,0.379,0.198,0.909,0.123,-16.387999999999998,0.0457,0.214,137.736,Sleep Tracks
99,99,aisatsana [102],Aphex Twin,Syro,321880,False,57,4.0,0.0,4.0,0.98,0.277,0.01,0.848,0.131,-32.893,0.0359,0.0353,102.397,Sleep Tracks
100,100,An Ending (Ascent),Brian Eno,Pure Cinema Chillout,261493,False,0,8.0,1.0,3.0,0.932,0.304,0.0962,0.987,0.0767,-25.51,0.0667,0.0481,68.205,Sleep Tracks
101,101,Sleeping Nature,Sleepy Night Music,Sleeping Nature,214588,False,33,7.0,0.0,1.0,0.91,0.131,0.101,0.858,0.0891,-24.565,0.0338,0.0338,77.939,Sleep Tracks
102,102,Sleep,Deep Sleep,"Sleep Music: Lullabies to Help You Relax, Sleep, Meditate and Heal With Relaxing Piano Music, Nature Sounds and Natural Noise",148115,False,43,10.0,1.0,4.0,0.994,0.196,0.0067,0.972,0.12,-32.679,0.0542,0.0837,179.657,Sleep Tracks
103,103,Orbiting Chimes for Deep Sleep,"Ambient Music Therapy (Deep Sleep, Meditation, Spa, Healing, Relaxation)","Relaxing Tones and Drones: Deep Sleep, Meditation",332000,False,26,0.0,1.0,4.0,0.848,0.195,0.111,0.939,0.0955,-22.553,0.0394,0.0875,147.401,Sleep Tracks
104,104,Breathe,"Kundalini: Yoga, Meditation, Relaxation","Kundalini: Yoga, Meditation, Relaxation",181029,False,38,7.0,1.0,4.0,0.986,0.199,0.005529999999999999,0.951,0.0939,-37.848,0.0465,0.0379,75.686,Sleep Tracks
105,105,A Lovely Place to Be,Patrick O'Hearn,So Flows The Current,530800,False,43,3.0,0.0,3.0,0.977,0.0992,0.012,0.963,0.0972,-29.215,0.0407,0.0342,89.71700000000001,Sleep Tracks
106,106,Sleepy Time,Massage Therapy Music,The Relaxing Sound Of The Piano - The Sacred SPA,407370,False,32,1.0,1.0,4.0,0.995,0.217,0.00233,0.937,0.0993,-26.36,0.0458,0.14,76.211,Sleep Tracks
107,107,Yoga Meditation and Relaxation,"Kundalini: Yoga, Meditation, Relaxation","Kundalini: Yoga, Meditation, Relaxation",153156,False,46,10.0,1.0,4.0,0.991,0.2,0.00461,0.942,0.257,-32.499,0.0372,0.239,75.28399999999998,Sleep Tracks
